Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Pet,fromNEUItem,Magic Number,The method contains a magic number: 101,128
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Pet,fromNEUItem,Magic Number,The method contains a magic number: 100,128
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Pet,fromNEUItem,Magic Number,The method contains a magic number: 200,128
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Pet,fromNEUItem,Magic Number,The method contains a magic number: 100,128
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Pet,fromNEUItem,Magic Number,The method contains a magic number: 30,128
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Pet,fromNEUItem,Magic Number,The method contains a magic number: 30,128
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Pet,fromNEUItem,Magic Number,The method contains a magic number: 30,128
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Pet,processLore,Long Statement,The length of the statement "String statValue=String.valueOf(fixDecimals(data.interpolatedStatsAtLevel(this.level).getStatNumbers().get(statKey)`true));" is 123.,188
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Pet,processLore,Long Statement,The length of the statement "String statValue=String.valueOf(fixDecimals(data.interpolatedStatsAtLevel(this.level).getOtherNumbers().get(numberKey)`false));" is 127.,188
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Pet,processLore,Magic Number,The method contains a magic number: 2,188
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Pet,fixDecimals,Magic Number,The method contains a magic number: 3,256
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,render,Long Parameter List,The method has 6 parameters. ,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,render,Magic Number,The method contains a magic number: 108,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,render,Magic Number,The method contains a magic number: 4,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,render,Magic Number,The method contains a magic number: 2,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,render,Magic Number,The method contains a magic number: 4,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,render,Magic Number,The method contains a magic number: 9,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,render,Magic Number,The method contains a magic number: 90,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,render,Magic Number,The method contains a magic number: 108,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,render,Magic Number,The method contains a magic number: 4,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,render,Magic Number,The method contains a magic number: 108,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,render,Magic Number,The method contains a magic number: 4,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,render,Magic Number,The method contains a magic number: 36,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,render,Magic Number,The method contains a magic number: 40,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,render,Magic Number,The method contains a magic number: 2,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,render,Magic Number,The method contains a magic number: 4,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,render,Magic Number,The method contains a magic number: 9,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,render,Magic Number,The method contains a magic number: 36,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,render,Magic Number,The method contains a magic number: 90,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,render,Magic Number,The method contains a magic number: 108,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,render,Magic Number,The method contains a magic number: 4,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,render,Magic Number,The method contains a magic number: 40,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Long Parameter List,The method has 5 parameters. ,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Long Statement,The length of the statement "context.drawTexture(TEXTURE`rootX`rootY + dimensions.leftInt() + 10`0`136`dimensions.rightInt() * 18 + 7`dimensions.leftInt() * 18 + 17);" is 137.,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Long Statement,The length of the statement "context.drawText(textRenderer`I18n.translate("skyblocker.profileviewer.inventory." + containerName)`rootX + 7`rootY + 7`Color.DARK_GRAY.getRGB()`false);" is 152.,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 10,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 136,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 18,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 7,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 18,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 17,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 18,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 7,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 169,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 7,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 18,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 21,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 18,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 7,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 14,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 18,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 7,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 18,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 21,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 169,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 215,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 7,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 7,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 18,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 7,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 18,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 17,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 18,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 7,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 169,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 7,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 18,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 17,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 18,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 17,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 215,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 18,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 7,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 7,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 18,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 7,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 18,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 17,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 169,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 215,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 7,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 7,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 7,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerTextures,Magic Number,The method contains a magic number: 7,46
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerItems,Complex Conditional,The conditional expression mouseX > x - 1 && mouseX < x + 16 && mouseY > y - 1 && mouseY < y + 16 is complex.,61
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerItems,Long Parameter List,The method has 8 parameters. ,61
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerItems,Long Statement,The length of the statement "tooltip=containerList.get(startIndex + i).getTooltip(Item.TooltipContext.DEFAULT`MinecraftClient.getInstance().player`TooltipType.BASIC);" is 137.,61
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerItems,Magic Number,The method contains a magic number: 8,61
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerItems,Magic Number,The method contains a magic number: 18,61
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerItems,Magic Number,The method contains a magic number: 18,61
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerItems,Magic Number,The method contains a magic number: 18,61
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerItems,Magic Number,The method contains a magic number: 4,61
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerItems,Magic Number,The method contains a magic number: 16,61
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,drawContainerItems,Magic Number,The method contains a magic number: 16,61
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PaginationButton,PaginationButton,Magic Number,The method contains a magic number: 12,16
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PaginationButton,PaginationButton,Magic Number,The method contains a magic number: 17,16
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PaginationButton,renderWidget,Magic Number,The method contains a magic number: 12,29
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PaginationButton,renderWidget,Magic Number,The method contains a magic number: 17,29
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PaginationButton,renderWidget,Magic Number,The method contains a magic number: 12,29
